COVERED CALL WRITES: CASH

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUC:    Raw Return, if unchanged, cash
  ARIUC:   Annualized Return, if unchanged, cash
  RIEC:    Raw Return, if exercised, cash
  ARIEC:   Annualized Return, if exercised, cash
  DBEC:    Downside breakeven point, cash
  UBEC:    UPSIDE breakeven point, cash
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, cash
  AERTNC:  Annualized EXPECTED Return, cash
  Invt:    Investment for cash covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
GS      585.48  Feb  470    120.85    1.1    5.9    1.1    5.9 464.73 590.70  0.21  0.01    98    98    47     1.1     5.5 464.73    74/   58
RACE    454.18  May  330    131.10    2.1    5.0    2.1    5.0 323.18 460.95  0.29  0.01    98    97    47     1.9     4.5 323.18    57/   40
ARGX    607.20  May  360    254.50    2.0    4.8    2.0    4.8 352.80 614.35  0.42  0.01    98    98    48     1.8     4.4 352.80    67/   51
RBLX     59.60  Apr  35      25.35    1.7    5.1    1.7    5.1  34.35  60.20  0.42  0.01    98    98    49     1.6     4.6  34.35    66/   26
RBC     327.58  Jul  180    152.00    2.4    4.1    2.4    4.1 175.68 331.85  0.46  0.01    98    97    48     2.2     3.7 175.68    68/   43
FOUR    101.85  Jan'26 42.5  61.00    3.7    3.4    3.7    3.4  40.95 103.35  0.60  0.01    98    97    49     3.3     3.1  40.95    69/    8
ARGX    607.20  Dec'25 260  358.00    4.3    4.2    4.3    4.2 249.30 617.85  0.59  0.02    98    98    48     4.0     4.0 249.30    73/   51
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
MUSA    550.90  Jul  340    219.10    2.4    4.1    2.4    4.1 331.90 558.95  0.40  0.01    98    98    48     2.3     3.8 331.90    76/   23
ARGX    607.20  Dec'25 270  348.50    4.3    4.2    4.3    4.2 258.80 618.35  0.57  0.02    98    98    48     4.0     4.0 258.80    68/   51
PWR     337.60  Aug  200    143.40    2.9    4.3    2.9    4.3 194.30 343.25  0.42  0.02    98    98    48     2.7     4.0 194.30    69/   66
GPI     427.10  Apr  270    160.50    1.2    3.6    1.2    3.6 266.70 430.35  0.38  0.01    98    98    49     1.1     3.2 266.70    54/   25
PWR     337.60  May  220    121.00    1.5    3.6    1.5    3.6 216.70 340.85  0.36  0.01    98    98    48     1.4     3.2 216.70    65/   66
MUSA    550.90  Jul  350    209.60    2.5    4.2    2.5    4.2 341.40 559.45  0.38  0.02    98    97    47     2.3     3.8 341.40    70/   23
QCOM    158.53  Mar  110     49.70    0.9    3.5    0.9    3.5 108.93 159.55  0.31  0.01    98    98    49     0.8     3.1 108.93    60/   51
CDNS    306.75  Jun  185    125.20    1.8    3.5    1.8    3.5 181.65 310.05  0.41  0.01    98    98    48     1.7     3.2 181.65    69/   64
ARGX    607.20  May  350    264.00    1.9    4.6    1.9    4.6 343.30 613.85  0.43  0.01    98    98    48     1.8     4.3 343.30    71/   51
FN      247.86  Apr  140    110.00    1.4    4.2    1.4    4.2 137.96 249.85  0.44  0.01    98    98    49     1.2     3.6 137.96    46/   83
PYPL     91.02  Apr  62.5    29.85    1.9    5.6    1.9    5.6  61.27  92.20  0.33  0.01    98    97    47     1.8     5.2  61.27    67/    8
ARGX    607.20  Dec'25 280  339.50    4.5    4.5    4.5    4.5 267.80 619.35  0.56  0.02    98    97    48     4.2     4.1 267.80    65/   51
PYPL     91.02  Mar  65      27.10    1.5    5.4    1.5    5.4  64.02  91.95  0.30  0.01    98    98    48     1.3     5.0  64.02    63/    8
CDNS    306.75  Jun  190    120.80    2.1    4.0    2.1    4.0 186.05 310.65  0.39  0.01    98    97    48     1.9     3.7 186.05    66/   64
GS      585.48  Feb  475    116.05    1.2    6.0    1.2    6.0 469.53 590.90  0.20  0.01    98    97    47     1.1     5.6 469.53    63/   58
GS      585.48  Jan  500     88.50    0.6    6.0    0.6    6.0 497.08 588.35  0.15  0.00    98    98    47     0.5     5.6 497.08    63/   58
MSI     469.79  May  340    134.50    1.4    3.2    1.4    3.2 335.39 474.35  0.29  0.01    98    98    48     1.3     3.0 335.39    76/   56
MSI     469.79  May  350    125.20    1.5    3.6    1.5    3.6 344.69 475.05  0.27  0.01    98    97    47     1.4     3.3 344.69    69/   56
FLUT    277.71  Jan'26 140  144.50    5.0    4.6    5.0    4.6 133.31 284.35  0.52  0.02    98    98    47     4.8     4.3 133.31    66/   13
MTZ     137.78  Jan'26 70    71.00    4.6    4.2    4.6    4.2  66.88 140.85  0.51  0.02    98    97    48     4.2     3.9  66.88    63/   14
MTZ     137.78  Mar'26 65    76.00    5.0    3.9    5.0    3.9  61.88 140.85  0.55  0.02    98    97    48     4.6     3.7  61.88    73/   14
FLUT    277.71  Jan'26 145  140.00    5.2    4.7    5.2    4.7 137.81 284.85  0.50  0.03    98    97    47     4.9     4.5 137.81    62/   13
QQQM    218.41  Jan  194     25.20    0.3    3.5    0.3    3.5 193.31 219.05  0.11  0.00    98    98    48     0.3     3.1 193.31    41/   24
QQQM    218.41  Mar  182     39.10    1.4    5.3    1.4    5.3 179.41 220.95  0.18  0.01    98    97    45     1.3     4.9 179.41    63/   24
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
QQQM    218.41  Mar  183     38.20    1.5    5.5    1.5    5.5 180.31 221.05  0.17  0.01    98    97    45     1.4     5.1 180.31    61/   24
QQQM    218.41  Mar  181     40.00    1.4    5.1    1.4    5.1 178.51 220.85  0.18  0.01    98    97    45     1.3     4.8 178.51    65/   24
FLUT    277.71  Jan'27 120  169.50   10.7    5.1   10.7    5.1 108.31 289.35  0.61  0.04    98    96    47    10.2     4.9 108.31    64/   13
GS      585.48  Jan  505     83.85    0.6    6.7    0.6    6.7 501.73 588.70  0.14  0.01    98    97    47     0.6     6.1 501.73    58/   58
QQQM    218.41  Mar  180     41.00    1.4    5.1    1.4    5.1 177.51 220.85  0.19  0.01    98    98    45     1.3     4.9 177.51    68/   24
QQQM    218.41  Jun  170     53.10    2.7    5.3    2.7    5.3 165.41 222.95  0.24  0.02    98    97    44     2.6     5.0 165.41    75/   24
CDNS    306.75  Sep  165    146.70    3.0    3.9    3.0    3.9 160.15 311.55  0.48  0.02    98    98    48     2.8     3.7 160.15    74/   64
CDNS    306.75  Sep  170    142.00    3.1    4.0    3.1    4.0 164.85 311.85  0.46  0.02    98    98    48     2.9     3.8 164.85    70/   64
RACE    454.18  Dec'25 270  195.50    4.3    4.2    4.3    4.2 258.78 465.35  0.43  0.02    98    97    46     4.1     4.0 258.78    73/   40
RACE    454.18  Dec'25 280  186.50    4.5    4.5    4.5    4.5 267.78 466.35  0.41  0.03    98    96    46     4.2     4.2 267.78    65/   40
RACE    454.18  May  320    139.00    1.5    3.5    1.5    3.5 315.28 458.85  0.31  0.01    98    98    48     1.4     3.3 315.28    62/   40
CDNS    306.75  Sep  175    137.50    3.3    4.3    3.3    4.3 169.35 312.35  0.45  0.02    98    97    48     3.0     4.0 169.35    67/   64
WSM     195.63  Mar  135     62.10    1.0    3.7    1.0    3.7 133.63 196.95  0.32  0.01    98    98    49     0.9     3.2 133.63    43/   47
BA      169.65  Jan  135     35.40    0.4    4.7    0.4    4.7 134.35 170.25  0.21  0.00    98    98    49     0.4     4.0 134.35    45/   62
QQQM    218.41  Oct  160     64.10    3.6    4.3    3.6    4.3 154.41 223.95  0.29  0.03    98    96    44     3.4     4.0 154.41    75/   24
MTZ     137.78  Aug  80      59.80    2.4    3.6    2.4    3.6  78.08 139.65  0.43  0.01    98    97    48     2.1     3.2  78.08    56/   14
FLUT    277.71  Jan'27 115  174.00   10.7    5.1   10.7    5.1 103.81 288.85  0.63  0.04    98    97    47    10.3     4.9 103.81    69/   13
BA      169.65  Feb  125     46.25    1.2    6.1    1.2    6.1 123.50 171.10  0.27  0.01    98    97    48     1.1     5.5 123.50    49/   62
FLUT    277.71  Mar  200     80.00    1.1    4.0    1.1    4.0 197.81 279.85  0.29  0.01    98    97    48     0.9     3.5 197.81    46/   13
FLUT    277.71  Jun  175    106.50    2.1    4.1    2.1    4.1 171.31 281.35  0.38  0.01    98    97    48     2.0     3.8 171.31    56/   13
AXON    644.91  Mar  420    233.30    2.0    7.5    2.0    7.5 411.71 653.15  0.36  0.01    98    97    48     1.8     6.7 411.71    74/   61
AXON    644.91  Mar  410    242.50    1.8    6.9    1.8    6.9 402.51 652.35  0.38  0.01    98    98    48     1.7     6.3 402.51    78/   61
GOOGL   189.82  Mar  140     52.00    1.5    5.5    1.5    5.5 137.92 191.85  0.27  0.01    98    98    47     1.4     5.2 137.92    80/   52
PANW    393.12  Jan  320     74.70    0.4    4.7    0.4    4.7 318.52 394.55  0.19  0.00    98    98    49     0.4     4.2 318.52    42/   10
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
GLOB    216.78  Dec'25 95   125.00    3.3    3.3    3.3    3.3  91.88 219.85  0.58  0.01    98    98    49     3.1     3.1  91.88    63/   32
OSIS    181.79  Dec'25 100   85.50    3.7    3.6    3.7    3.6  96.39 185.35  0.47  0.02    98    97    47     3.5     3.4  96.39    76/   35
YUM     137.00  Jan  120     17.60    0.4    3.9    0.4    3.9 119.50 137.45  0.13  0.00    98    98    48     0.3     3.5 119.50   101/   25
GOOGL   189.82  Apr  135     57.45    1.9    5.5    1.9    5.5 132.47 192.30  0.30  0.01    98    98    47     1.8     5.2 132.47    82/   52
OSIS    181.79  Oct  105     80.00    3.0    3.6    3.0    3.6 101.89 184.85  0.44  0.02    98    98    48     2.8     3.3 101.89    74/   35
WM      213.20  Jan  190     24.40    0.6    5.8    0.6    5.8 188.90 214.25  0.11  0.00    98    97    47     0.5     5.3 188.90    99/   52
GOOGL   189.82  Feb  150     41.95    1.3    7.0    1.3    7.0 147.97 191.80  0.22  0.01    98    97    47     1.2     6.4 147.97    72/   52
NICE    186.67  Jan'26 85   105.00    3.9    3.6    3.9    3.6  81.77 189.85  0.56  0.02    98    97    48     3.6     3.2  81.77    55/   43
WM      213.20  Apr  170     45.70    1.4    4.1    1.4    4.1 167.60 215.55  0.21  0.01    98    98    46     1.3     3.9 167.60   101/   52
PEP     157.97  Feb  135     24.50    1.0    5.4    1.0    5.4 133.57 159.35  0.15  0.01    98    97    46     1.0     5.0 133.57    89/   72
PENN     20.79  Jul  10      11.15    2.2    3.6    2.2    3.6   9.74  21.00  0.53  0.01    98    97    49     1.9     3.2   9.74    91/   61
PEN     245.55  Dec'25 95   154.00    3.6    3.5    3.6    3.5  91.65 248.85  0.63  0.01    98    98    49     3.4     3.3  91.65    68/   51
AXON    644.91  Jan  490    157.10    0.4    4.4    0.4    4.4 487.91 646.95  0.24  0.00    98    98    49     0.3     3.5 487.91    59/   61
ABT     113.38  Jan+ 101     12.80    0.3    3.5    0.3    3.5 100.68 113.65  0.11  0.00    98    98    48     0.2     3.1 100.68   135/   26
PEN     245.55  Dec'25 100  149.50    4.0    3.9    4.0    3.9  96.15 249.35  0.61  0.02    98    97    49     3.6     3.6  96.15    64/   51
GOOG    191.38  Feb  150     43.20    1.1    5.9    1.1    5.9 148.28 193.05  0.23  0.01    98    97    47     1.0     5.4 148.28    73/   52
WMT      94.25  Mar  75      20.45    1.4    5.3    1.4    5.3  73.90  95.30  0.22  0.01    98    98    46     1.3     5.0  73.90    75/   66
GM       52.53  Feb  40      13.10    1.1    5.5    1.1    5.5  39.53  52.95  0.25  0.01    98    98    48     1.0     5.0  39.53    61/   31
GM       52.53  Jan+ 42      10.95    0.6    4.8    0.6    4.8  41.68  52.80  0.21  0.01    98    97    48     0.6     4.2  41.68    83/   31
YPF      44.56  Apr  24      21.00    1.2    3.6    1.2    3.6  23.66  44.85  0.47  0.01    98    98    49     1.1     3.1  23.66    51/   27
WMT      94.25  Feb  77.5    17.70    1.0    5.4    1.0    5.4  76.65  95.05  0.19  0.01    98    98    47     1.0     5.1  76.65    75/   66
GOOG    191.38  Apr  140     54.20    1.9    5.7    1.9    5.7 137.28 194.05  0.28  0.01    98    97    47     1.8     5.2 137.28    74/   52
AXON    644.91  Sep  310    349.50    4.9    6.4    4.9    6.4 295.51 659.35  0.54  0.02    98    97    48     4.6     6.0 295.51    82/   61
GOOG    191.38  Mar  145     48.55    1.4    5.3    1.4    5.3 142.93 193.40  0.25  0.01    98    97    47     1.3     4.8 142.93    79/   52
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
GM       52.53  Mar  38      15.10    1.1    4.2    1.1    4.2  37.53  52.95  0.29  0.01    98    98    48     1.0     3.8  37.53    53/   31
GOOG    191.38  Jan  160     32.15    0.4    4.1    0.4    4.1 159.33 192.00  0.17  0.00    98    98    49     0.3     3.5 159.33    58/   52
ONON     57.30  Jun  35      23.45    2.9    5.7    2.9    5.7  33.95  58.30  0.41  0.02    98    97    47     2.7     5.2  33.95    52/   12
GLOB    216.78  Dec'25 100  120.50    3.7    3.6    3.7    3.6  96.38 220.35  0.56  0.02    98    97    48     3.4     3.3  96.38    58/   32
AXON    644.91  Jun  360    297.50    3.6    6.9    3.6    6.9 347.51 657.35  0.46  0.02    98    97    48     3.3     6.3 347.51    77/   61
ON       65.96  Apr  40      26.60    1.2    3.6    1.2    3.6  39.46  66.45  0.40  0.01    98    97    49     1.0     3.0  39.46    83/   35
AXON    644.91  Sep  300    358.50    4.7    6.1    4.7    6.1 286.51 658.35  0.56  0.02    98    98    48     4.4     5.8 286.51    85/   61
AXON    644.91  Jun  340    315.70    3.2    6.2    3.2    6.2 329.31 655.55  0.49  0.02    98    98    48     3.0     5.9 329.31    84/   61
AXON    644.91  Jun  350    306.90    3.5    6.8    3.5    6.8 338.11 656.75  0.48  0.02    98    97    48     3.3     6.3 338.11    81/   61
ON       65.96  Jun  35      31.95    2.5    4.8    2.5    4.8  34.11  66.80  0.48  0.01    98    98    48     2.2     4.3  34.11    69/   35
WM      213.20  Jun  165     51.40    1.9    3.6    1.9    3.6 161.90 216.25  0.24  0.01    98    97    46     1.7     3.4 161.90    96/   52
GE      166.01  Jun  115     54.10    2.6    5.1    2.6    5.1 112.01 168.95  0.33  0.02    98    97    46     2.4     4.7 112.01    58/   39
GPI     427.10  Jul  240    192.50    2.2    3.8    2.2    3.8 234.70 432.35  0.45  0.01    98    97    48     2.0     3.4 234.70    50/   25
BA      169.65  Apr  110     61.95    2.0    5.8    2.0    5.8 107.80 171.80  0.36  0.01    98    98    48     1.9     5.5 107.80    59/   62
PWR     337.60  Mar'26 165  181.50    5.6    4.4    5.6    4.4 156.20 346.35  0.54  0.03    98    97    47     5.3     4.2 156.20    75/   66
GPI     427.10  Jul  230    201.70    2.0    3.3    2.0    3.3 225.50 431.55  0.47  0.01    98    98    49     1.8     3.1 225.50    55/   25
GOOGL   189.82  Jan  160     30.85    0.6    5.8    0.6    5.8 159.07 190.70  0.16  0.00    98    97    48     0.5     5.0 159.07    63/   52
PWR     337.60  Jan'27 145  206.00   10.1    4.8   10.1    4.8 131.70 350.85  0.61  0.04    98    96    47     9.5     4.6 131.70    73/   66
GE      166.01  Mar  125     42.85    1.4    5.1    1.4    5.1 123.26 167.70  0.26  0.01    98    98    47     1.3     4.7 123.26    58/   39
GE      166.01  Feb  130     37.35    0.9    4.8    0.9    4.8 128.76 167.20  0.22  0.01    98    98    48     0.8     4.4 128.76    53/   39
MUSA    550.90  Apr  390    166.10    1.3    3.8    1.3    3.8 384.90 555.95  0.30  0.01    98    97    48     1.1     3.4 384.90    63/   23
PWR     337.60  Nov  185    160.00    4.1    4.3    4.1    4.3 177.70 344.85  0.47  0.02    98    97    47     3.8     4.1 177.70    69/   66
PWR     337.60  Jan'26 180  166.50    5.1    4.7    5.1    4.7 171.20 346.35  0.49  0.03    98    97    47     4.8     4.4 171.20    70/   66
PWR     337.60  Aug  195    148.00    2.8    4.1    2.8    4.1 189.70 342.85  0.44  0.02    98    98    48     2.6     3.9 189.70    72/   66
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
FTNT     97.95  Mar  70      29.10    1.5    5.4    1.5    5.4  68.95  98.95  0.30  0.01    98    97    48     1.3     4.9  68.95    93/   18
PWR     337.60  Nov  180    165.00    4.2    4.5    4.2    4.5 172.70 344.85  0.49  0.02    98    98    47     4.0     4.2 172.70    74/   66
PWR     337.60  Mar'26 170  177.00    5.8    4.5    5.8    4.5 160.70 346.85  0.52  0.03    98    97    47     5.4     4.3 160.70    71/   66
PWR     337.60  Jan'26 170  175.50    4.8    4.4    4.8    4.4 162.20 345.35  0.52  0.02    98    98    47     4.6     4.2 162.20    77/   66
PWR     337.60  Jan'26 175  171.00    4.9    4.5    4.9    4.5 166.70 345.85  0.51  0.02    98    97    47     4.7     4.3 166.70    73/   66
MUSA    550.90  Apr  380    176.10    1.3    3.9    1.3    3.9 374.90 555.95  0.32  0.01    98    98    48     1.2     3.6 374.90    71/   23
GILD     91.86  Feb  72.5    20.10    0.8    4.3    0.8    4.3  71.86  92.45  0.22  0.01    98    98    48     0.8     3.9  71.86    89/   46
ARM     151.91  Feb  95      58.05    1.1    5.5    1.1    5.5  93.96 152.90  0.38  0.01    98    98    49     0.9     4.6  93.96    43/   38
AXP     302.14  Apr  230     75.80    1.6    4.5    1.6    4.5 226.44 305.65  0.25  0.01    98    97    47     1.4     4.2 226.44    59/   45
PSTG     63.70  Jun  35      29.80    2.8    5.4    2.8    5.4  34.00  64.65  0.47  0.01    98    98    48     2.6     5.0  34.00    31/   20
PODD    269.34  Jun  170    102.50    1.8    3.5    1.8    3.5 166.94 272.35  0.38  0.01    98    97    48     1.6     3.1 166.94    68/   15
PH      671.82  Nov  450    236.10    3.2    3.5    3.2    3.5 435.82 685.95  0.35  0.02    98    97    46     3.0     3.2 435.82    62/   15
PH      671.82  Nov  440    245.20    3.1    3.3    3.1    3.3 426.72 685.05  0.36  0.02    98    97    46     2.9     3.1 426.72    66/   15
PH      671.82  May  510    170.10    1.6    3.8    1.6    3.8 501.82 679.95  0.25  0.01    98    97    47     1.5     3.5 501.82    60/   15
PH      671.82  May  500    179.30    1.5    3.5    1.5    3.5 492.62 679.15  0.27  0.01    98    98    47     1.4     3.3 492.62    66/   15
PTC     198.68  Aug  135     67.60    2.9    4.3    2.9    4.3 131.18 202.45  0.34  0.02    98    98    46     2.7     4.1 131.18    65/    5
PWR     337.60  Dec'26 140  209.50    9.2    4.6    9.2    4.6 128.20 349.35  0.62  0.03    98    97    47     8.8     4.4 128.20    78/   66
Z        79.93  Feb  55      25.60    1.0    5.0    1.0    5.0  54.43  80.45  0.32  0.01    98    98    49     0.8     4.4  54.43    48/   16
PWR     337.60  Dec'26 145  205.00    9.2    4.6    9.2    4.6 132.70 349.85  0.61  0.04    98    97    47     8.7     4.3 132.70    73/   66
GE      166.01  Jan+ 135     31.85    0.5    3.8    0.5    3.8 134.26 166.70  0.19  0.00    98    98    48     0.5     3.4 134.26    60/   39
GOOGL   189.82  Jan+ 155     35.60    0.4    3.5    0.4    3.5 154.32 190.45  0.19  0.00    98    98    49     0.4     3.1 154.32    65/   52
PTC     198.68  Jul  140     62.10    2.4    4.0    2.4    4.0 136.68 201.95  0.31  0.02    98    97    46     2.2     3.8 136.68    59/    5
AXP     302.14  Mar  240     65.85    1.5    5.6    1.5    5.6 236.39 305.70  0.22  0.01    98    97    46     1.4     5.2 236.39    61/   45
PTF      76.10  Jun  50      27.10    1.7    3.3    1.7    3.3  49.10  76.95  0.35  0.01    98    98    48     1.6     3.1  49.10    69/   28
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
PTC     198.68  May  145     56.00    1.5    3.6    1.5    3.6 142.78 200.85  0.28  0.01    98    98    47     1.4     3.4 142.78    63/    5
ALAB    132.14  Jan'26 32.5 101.20    4.5    4.2    4.5    4.2  31.04 133.55  0.77  0.01    98    97    49     4.0     3.7  31.04    37/   45
TTWO    185.48  Mar  140     47.35    1.2    4.6    1.2    4.6 138.23 187.20  0.25  0.01    98    98    47     1.1     4.3 138.23    89/   31
WCC     190.79  Aug  115     78.90    2.6    3.9    2.6    3.9 111.99 193.75  0.41  0.02    98    97    48     2.4     3.6 111.99    51/    2
WCC     190.79  Dec'25 105   90.00    4.0    4.0    4.0    4.0 100.89 194.85  0.47  0.02    98    97    47     3.7     3.7 100.89    52/    2
WCC     190.79  Oct  110     84.00    2.9    3.4    2.9    3.4 106.89 193.85  0.44  0.02    98    97    48     2.6     3.1 106.89    50/    2
